chapter,sentence
jeff102.pdf,"In a civil and humaneresilience the ability to deal with any kind of hardship and recover from its effects pushed to our limits pushed to the last point in our ability to bear pain Reprint 2024-25 22First Flightsociety, each man is able to fulfil those obligations according to his own inclinations and abilities."
jeff102.pdf,"But in a country like South Africa, it was almost impossible for a man of my birth and colour to fulfil both of those obligations."
jeff102.pdf,"In South Africa, a man of colour who attempted to live as a human being was punished and isolated."
jeff102.pdf,"In South Africa, a man who tried to fulfil his duty to his people was inevitably ripped from his family and his home and was forced to live a life apart, a twilight existence of secrecy and rebellion."
jeff102.pdf,"I did not in the beginning choose to place my people above my family, but in attempting to serve my people, I found that I was prevented from fulfilling my obligations as a son, a br other , a father and a husband."
jeff102.pdf,I was not born with a hunger to be free.
jeff102.pdf,I was born free — free in every way that I could know.
jeff102.pdf,"Free to run in the fields near my mother’s hut, free to swim in the clear stream that ran through my village, free to roast mealies under the stars and ride the broad backs of slow-moving bulls."
jeff102.pdf,"As long as I obeyed my father and abided by the customs of my tribe, I was not troubled by the laws of man or God."
jeff102.pdf,"It was only when I began to learn that my boyhood freedom was an illusion, when I discovered as a young man that my freedom had already been taken from me, that I began to hunger for it."
jeff102.pdf,"At first, as a student, I wanted freedom only for myself, the transitory freedoms of being able to stay out at night, read what I pleased and go where I chose."
jeff102.pdf,"Later , as a young man in Johannesburg, I yearned for the basic and honourable freedoms of achieving my potential, of earning my keep, of marrying and having a family — the freedom not to be obstructed in a lawful life."
jeff102.pdf,"But then I slowly saw that not only was I not free, but my brothers and sisters were not free."
jeff102.pdf,"I saw that it was not just my freedom that was curtailed, but the freedom of everyone who looked like I did."
jeff102.pdf,"That is when I joined the African National Congress, and that is when the hunge r for my own freedom became the greater hunger for the freedomcurtailed reducedinevitably unavoidably illusion something that appears to be real but is not transitory not permanentinclinations natural tendencies of behaviour Reprint 2024-25 23 Nelson Mandela: Long W alk to Freedomof my people."
jeff102.pdf,"It was this desire for the freedom of my people to live their lives with dignity and self- respect that animated my life, that transformed a frightened young man into a bold one, that drove a law-abiding attorney to become a criminal, that turned a family-loving husband into a man without a home, that forced a life-loving man to live like a monk."
jeff102.pdf,"I am no more virtuous or self-sacrificing than the next man, but I found that I could not even enjoy the poor and limited freedoms I was allowed when I knew my people were not free."
jeff102.pdf,"Freedom is indivisible; the chains on anyone of my people were the chains on all of them, the chains on all of my people were the chains on me."
jeff102.pdf,I knew that the oppressor must be liberated just as surely as the oppressed.
jeff102.pdf,A man who takes away another man’s freedom is a prisoner of hatred; he is locked behind the bars of prejudice and narrow- mindedness.
jeff102.pdf,"I am not truly free if I am taking away someone else’s freedom, just as surely as I am not free when my freedom is take n from me."
jeff102.pdf,The oppressed and the oppressor alike are robbed of their humanity.prejudice a strong dislike without any good reason Reprint 2024-25 24First Flight Noun Verb rebellion rebel constitution constitute1.Why did such a large number of international leaders attend the inauguration?
jeff102.pdf,What did it signify the triumph of?
jeff102.pdf,2.What does Mandela mean when he says he is “simply the sum of all those African patriots” who had gone before him?
jeff102.pdf,3.Would you agr ee that the “depths of oppr ession” create “heights of character”?
jeff102.pdf,How does Mandela illustrate this?
jeff102.pdf,Can you add your own examples to this argument?
jeff102.pdf,4.How did Mandela’s understanding of freedom change with age and experience?
jeff102.pdf,5.How did Mandela’s ‘hunger for freedom’ change his life?
jeff102.pdf,"I.There are nouns in the text ( formation , government ) which are formed from the corresponding verbs ( form, govern ) by suffixing -( at)ion or ment ."
jeff102.pdf,"There may be a change in the spelling of some verb – noun pairs: such as rebel, rebellion ; constitute , constitution ."
jeff102.pdf,1.Make a list of such pairs of nouns and verbs in the text.Oral Comprehension Check 1.What “twin obligations” does Mandela mention?
jeff102.pdf,"2.What did being free mean to Mandela as a boy, and as a student?"
jeff102.pdf,How does he contrast these “transitory freedoms” with “the basic and honourable freedoms”?
jeff102.pdf,3.Does Mandela think the oppressor is free?
jeff102.pdf,Why/Why not?
jeff102.pdf,Reprint 2024-25 25 Nelson Mandela: Long W alk to Freedom2.Read the paragraph below.
jeff102.pdf,Fill in the blanks with the noun forms of the verbs in brackets.
jeff102.pdf,"Martin Luther King’s (contribute) to our history as an outstanding leader began when he came to the (assist) of Rosa Parks, a seamstress who refused to give up her seat on a bus to a white passenger ."
jeff102.pdf,In those days American Blacks wer e confined to positions of second class citizenship by restrictive laws and customs.
jeff102.pdf,To break these laws would mean (subjugate) and (humiliate) by the police and the legal system.
jeff102.pdf,"Beatings, (imprison) and sometimes death awaited those who defied the System."
jeff102.pdf,Martin Luther King’s tactics of protest involved non-violent (resist) to racial injustice.
jeff102.pdf,II.Using the Definite Article with Names You know that the definite article ‘the’ is not nor mally used befor e proper nouns.
jeff102.pdf,Nor do pr oper nouns usually occur in the plural.
jeff102.pdf,"(W e do not say: *The Nelson Mandela , or * Nelson Mandelas .)"
jeff102.pdf,"But now look at this sentence from the text: … the decades of oppression and brutality … produced the Oliver Tambos, the W alter Sisulus, … of our time."
jeff102.pdf,"Used in this way with the and/or in the plural, a proper noun carries a special meaning."
jeff102.pdf,"For example, what do you think the names above mean?"
jeff102.pdf,Choose the right answer .
jeff102.pdf,"(a)for example Oliver T ambo, W alter Sisulu, … (b)many other men like Oliver T ambo, W alter Sisulu …/ many men of their type or kind, whose names may not be as well known."
jeff102.pdf,Did you choose option (b)?
jeff102.pdf,Then you have the right answer!
jeff102.pdf,Here are some more examples of ‘the’ used with proper names.
jeff102.pdf,Try to say what these sentences mean.
jeff102.pdf,(Y ou may consult a dictionary if you wish.
jeff102.pdf,Look at the entry for ‘the’.)
jeff102.pdf,1.Mr Singh regularly invites the Amitabh Bachchans and the Shah Rukh Khans to his parties.
jeff102.pdf,2.Many people think that Madhuri Dixit is the Madhubala of our times.
jeff102.pdf,"3.History is not only the story of the Alexanders, the Napoleons and the Hitlers, but of ordinary people as well."
jeff102.pdf,"Reprint 2024-25 26First Flight B (i)had not forgotten; was aware of the fact (ii)was not careful about the fact (iii)forgot or was not aware of the fact (i)pushed by the guards to the wall (ii)took more than our share of beatings (iii)felt that we could not endure the suffering any longer (i)make me go on walking (ii)help me continue to live in hope in this very difficult situation (iii)make me remain without complaining (i)earning enough money to live on (ii)keeping what I earned (iii)getting a good salaryA 1.I was not unmindful of the fact 2.when my comrades and I were pushed to our limits 3.to reassure me and keep me going 4.the basic and honourable freedoms of…earning my keep ,… In groups, discuss the issues suggested in the box below."
