rid,origin,application,name,rating,date,review,sentiment-score,sentiment,key phrases,entities
117,Google Play Store,African Bank,Lunga Zulu,1,27/04/2021 00:00:00,"Your December update wants credentials. We do that once off and don't bother memorizing it, I tried putting them on and now my account is blocked, I need the money for emergency, now I am stuck and have to go to your branch. I am done with this bank. ??????????",0,Negative,"bank,branch,account,money,credentials,update,emergency,",NULL
118,Google Play Store,African Bank,Randall Davids,1,27/04/2021 00:00:00,Can't use the app since updating it really frustrating when are you going to do something about it because it doesn't seem to work,0.00000417232513427734,Negative,"app,",NULL
391,Google Play Store,African Bank,Olphie Maselesele,1,04/10/2021 00:00:00,Terrible I can't login and I have installed and 're installed it like ten times already????,0,Negative,"times,login,",NULL
394,Google Play Store,African Bank,Walter Ngubane,1,02/10/2021 00:00:00,Very frustrating app that's all I can say! Unfortunately,0.00299811363220215,Negative,"frustrating app,",NULL
395,Google Play Store,African Bank,sello teboho,1,01/10/2021 00:00:00,"It doesn't download App totally, this is my second day, it's wasting my data too much.",0.02320596575737,Negative,"App,data,day,",NULL
592,Google Play Store,African Bank,msimelelo gxasheka,4,10/07/2017 00:00:00,Hi.everything works fine except that sometimes it doesn't wanna log ijn,0.0924593210220337,Negative,"wanna log ijn,",NULL
119,Google Play Store,African Bank,Lunga Zulu,1,27/04/2020 00:00:00,"Your December update wants credentials. We do that once off and don't bother memorizing it, I tried putting them on and now my account is blocked, I need the money for emergency, now I am stuck and have to go to your branch. I am done with this bank. ??????????",0,Negative,"bank,branch,account,money,credentials,update,emergency,",NULL
120,Google Play Store,African Bank,Mogammad Amaan Jamalie,4,27/03/2020 00:00:00,After latest update I cannot log in because the username field does not allow you to use the space bar. If I'm unable to login I cannot use the app. Please fix,0.0000018775463104248,Negative,"login,space bar,username field,latest update,",NULL
121,Google Play Store,African Bank,T B Shabalala,1,27/03/2020 00:00:00,This new version won't allow me to login,0.107356429100037,Negative,"login,new version,",NULL
122,Google Play Store,African Bank,Christina Makgale,1,27/02/2021 00:00:00,You need to do something about this app to make our life easier because is seems like i always have to visit the branch. It doesn't work,0.000436455011367798,Negative,"branch,app,life easier,",NULL
123,Google Play Store,African Bank,jacoroets013,1,26/11/2021 00:00:00,"Can't use the app never could.. "" cannot process your request at present. error AS109""",0.00123101472854614,Negative,"app,error AS109,present,request,",NULL
124,Google Play Store,African Bank,Rick visser,1,26/11/2021 00:00:00,It crashes every non and then and gives error code. Just a waste of time,0.150934189558029,Negative,"waste of time,error code,",NULL
125,Google Play Store,African Bank,Miltee Baloyi,1,26/11/2021 00:00:00,I don't even know what's happening with the app since 09 December I can't even transfer my money cos the app is not working????,0,Negative,"money cos,app,",NULL
126,Google Play Store,African Bank,Miltee Baloyi,1,26/11/2021 00:00:00,I don't even know what's happening with the app since 09 December I can't even transfer my money cos the app is not working????,0,Negative,"money cos,app,",NULL
127,Google Play Store,African Bank,Rebecca Venter,1,26/11/2021 00:00:00,I'm unable to log in to the app. I have tried changing my login details but the app still doesn't accept it.,0.00354892015457153,Negative,"app,login details,",NULL
128,Google Play Store,African Bank,Mugeni Elijah,1,26/11/2021 00:00:00,"We need to check the Balance & buy AIRTIME for free via USSD CODE instead. Your app needs a lot.. ??[username+PIN+Password ] that's a long Process of login, as I believe it should recognise every details except for just ( Pin)...... problem is: It still rejects all details we enter to login. . Give us USSD CODE that doesn't mind a device type when we dial. Or make the App function Like, AFRICAN BANK'S??). I'm still gonna download it after 2months to see if there is any improvement. Dankie.??",0.999999046325684,Postive,"Dankie,improvement,problem,lot,months,gonna,username,Balance,device type,AFRICAN BANKS,AIRTIME,Password,long Process of login,App function,details,PIN,USSD CODE,",NULL
129,Google Play Store,African Bank,Mugeni Elijah,1,26/11/2021 00:00:00,"We need to check the Balance & buy AIRTIME for free via USSD CODE instead. Your app needs a lot.. ??[username+PIN+Password ] that's a long Process of login, as I believe it should recognise every details except for just ( Pin)...... problem is: It still rejects all details we enter to login. . Give us USSD CODE that doesn't mind a device type when we dial. Or make the App function Like, AFRICAN BANK'S??). I'm still gonna download it after 2months to see if there is any improvement. Dankie.??",0.999999046325684,Postive,"Dankie,improvement,problem,lot,months,gonna,username,Balance,device type,AFRICAN BANKS,AIRTIME,Password,long Process of login,App function,details,PIN,USSD CODE,",NULL
135,Google Play Store,African Bank,A Google user,1,26/04/2021 00:00:00,Cant login. Need to put a space in my user name and doesnt allow for a space.,0.5,Postive,"login,user,doesnt,space,",NULL
130,Google Play Store,African Bank,LeeLee C,1,26/11/2021 00:00:00,Unable to login with the right credentials. Does not even allow you to type # or *.,0.115750402212143,Negative,"right credentials,login,",NULL
131,Google Play Store,African Bank,Nkanyiso Ngcongo,1,26/11/2021 00:00:00,I unfortunately have it bad as I'm only getting error messages even with correct details. I can't login in unfortunately i left my ID in durban and I'm only gonna get it to me on Saturday in boksburg so i can't even use the branch infront of me until then. This app has really inconvenienced as I'm stuck and can't acess my money until then. If there is any way the bug can be fixed remotely I urge your team to fix it as people have bills to pay I'm sure I'm not the only 1. VERY ANNOYED.,0,Negative,"boksburg,team,login,money,app,bug,way,branch infront,bills,gonna,durban,correct details,people,ID,error messages,",NULL
132,Google Play Store,African Bank,mxolisi roger,1,26/08/2021 00:00:00,Ever since the recent update i can't login on the app it keeps on saying incorrect details but when i use the website i dont experience any problems when logging in,0.00832492113113403,Negative,"problems,dont,incorrect details,login,website,app,recent update i,",NULL
133,Google Play Store,African Bank,Noluthando Mkhanza,1,26/06/2016 00:00:00,This app deserves a rating of 0.. There's still a lot of work that needs to be put in this app.. From 2019 till today i cannot get access to it????????????????????????????????????????????????????????????????????????Yekelani manihluleka??????,0,Negative,"lot of work,rating,app,access,Yekelani manihluleka,",NULL
134,Google Play Store,African Bank,Noluthando Mkhanza,1,26/05/2021 00:00:00,This app deserves a rating of 0.. There's still a lot of work that needs to be put in this app.. From 2019 till today i cannot get access to it????????????????????????????????????????????????????????????????????????Yekelani manihluleka??????,0,Negative,"lot of work,rating,app,access,Yekelani manihluleka,",NULL
136,Google Play Store,African Bank,Gary Molope,4,26/04/2020 00:00:00,Great app but ey it consume lot of space and doesn't have much features on it and it's very slow,0.0289941728115082,Negative,"features,Great app,lot of space,ey,",NULL
137,Google Play Store,African Bank,Tshepi Magini,1,26/03/2021 00:00:00,"Its has been a month now since i downloaded the and everytime i try opening it, it gives out an error message AS091.",0.801683306694031,Postive,"month,error message AS091,everytime i,",NULL
139,Google Play Store,African Bank,Lisa Little,1,26/02/2021 00:00:00,Since the upgrade it lets me log in but closes the app almost immediately after logging in,0.0990748405456543,Negative,"upgrade,logging,app,",NULL
141,Google Play Store,African Bank,Brent Bartlett,1,26/01/2021 00:00:00,"Really disappointed with this upgrade. After the upgrade I am no longer able to log in as I now require a user name, password and PIN, one of which I cannot remember. As there is no option to retrieve any of them it means a trip to a branch in order to reset my profile. Previously upgrades have been seamless.",0.00845140218734741,Negative,"option,upgrades,profile,trip,PIN,password,user,order,branch,",NULL
143,Google Play Store,African Bank,Tiaan Theunissen,1,25/12/2021 00:00:00,"After application upgrade, we can no longer login. Everyone is complaining about the exact same thing here? Why is no one fixing this issue ?",0.0366448163986206,Negative,"issue,login,thing,application upgrade,",NULL
720,Google Play Store,Bidvest Bank,Dorothée Bidounga,4,29/10/2020 00:00:00,Just accurate,0.959574460983276,Postive,,NULL
856,Google Play Store,Bidvest Bank,Jp Mouna,5,17/01/2022 00:00:00,Good,0.969902276992798,Postive,,NULL
857,Google Play Store,Bidvest Bank,Gert Roodt,5,17/01/2022 00:00:00,Very userfriendly,0.5,Postive,,NULL
858,Google Play Store,Bidvest Bank,ignitius sekgapane,5,17/01/2022 00:00:00,Fantastic,0.969902276992798,Postive,,NULL
144,Google Play Store,African Bank,Tebogo Goodness,1,25/12/2021 00:00:00,The app is not working for me..??always offline and never reliable ..it is absolutely the worst app ever. i might as well go to other banks.,0.000000149011611938477,Negative,"banks,worst app,",NULL
145,Google Play Store,African Bank,Nicole Isaacs,1,25/12/2021 00:00:00,"I can't login to my app, apparently my correct details are incorrect!! ??",0.000000655651092529297,Negative,"login,correct details,app,",NULL
146,Google Play Store,African Bank,Tebogo Goodness,1,25/12/2021 00:00:00,The app is not working for me..??always offline and never reliable ..it is absolutely the worst app ever. i might as well go to other banks.,0.000000149011611938477,Negative,"banks,worst app,",NULL
147,Google Play Store,African Bank,Nicole Isaacs,1,25/12/2021 00:00:00,"I can't login to my app, apparently my correct details are incorrect!! ??",0.000000655651092529297,Negative,"login,correct details,app,",NULL
148,Google Play Store,African Bank,zwivhuya Khangale,2,25/12/2019 00:00:00,Please let us have an option of receiving notifications on the app and not via sms. And maybe have a QPR code to enable ease to log in internet banking. Becaise your internet banking login is complicated,0.5,Postive,"sms,QPR code,notifications,option,app,Becaise,ease,internet banking login,",NULL
149,Google Play Store,African Bank,Pierre Rock Eksteen,1,25/11/2021 00:00:00,Very ineffective app. Can't log in now for 2 solid days. This is really bad service and truly unacceptable. Considering closing my account.,0.00140568614006042,Negative,"account,solid days,bad service,",NULL
